,Inflight wifi service,Gate location,Online boarding,Inflight entertainment,On-board service,Leg room service,Checkin service,Cleanliness,Type of Travel Ordinal,Class Ordinal,satisfaction Ordinal
17865,3,3,3,4,2,5,1,4,0,2,0
17866,1,5,4,1,1,1,2,2,1,1,0
17868,3,2,3,5,5,5,4,5,0,1,0
17869,1,3,4,3,3,1,5,4,0,2,0
17870,3,3,5,5,5,5,3,5,1,1,1
17871,1,2,1,3,3,1,2,3,0,2,0
17872,3,2,3,2,4,2,3,3,1,1,0
17873,4,4,4,4,4,4,4,5,1,1,1
17875,4,4,4,5,5,5,4,4,1,1,1
17876,3,5,3,3,3,3,2,1,1,1,0
17878,2,4,1,3,3,5,5,3,1,2,0
17879,5,5,5,5,3,1,1,5,1,0,1
17880,2,2,2,4,4,2,1,1,0,1,0
17881,3,3,4,5,5,5,5,5,1,1,1
17882,5,2,5,4,2,3,4,4,0,2,1
17883,1,1,5,2,2,2,3,3,1,1,1
17884,2,2,4,4,4,4,5,4,1,1,1
17885,2,1,2,1,5,3,4,1,0,0,0
17886,4,3,2,4,4,4,4,1,1,1,0
17887,4,3,4,4,4,5,3,4,1,2,1
17888,2,2,5,5,5,5,4,3,1,1,1
17889,4,4,4,5,5,5,5,4,1,1,1
17891,1,3,1,5,2,2,3,5,0,2,0
17892,2,2,4,4,3,5,5,4,1,1,1
17893,2,2,2,3,4,5,4,3,0,2,0
17894,3,4,3,4,2,4,1,4,1,2,0
17895,2,2,5,5,5,5,4,3,1,1,1
17896,2,3,1,2,4,2,3,2,1,1,0
17897,3,3,3,4,5,3,3,4,1,1,0
17898,1,4,1,1,2,5,4,1,1,1,0
17899,4,5,4,4,5,4,3,4,0,2,0
17900,4,1,3,4,4,1,1,4,1,0,0
17901,4,4,3,5,2,3,3,3,1,1,1
17902,4,4,4,5,5,5,5,5,1,1,1
17903,4,4,4,4,4,4,3,4,1,1,1
17904,4,4,5,4,4,4,4,3,1,1,1
17905,5,5,4,4,4,4,5,5,1,1,1
17906,2,1,2,4,4,3,4,4,0,2,0
17907,2,4,3,2,2,2,3,2,1,2,0
17908,2,3,1,3,3,2,3,1,0,2,0
17909,3,2,3,3,3,4,3,3,0,2,0
17910,3,2,3,1,5,2,5,1,0,2,0
17912,1,1,5,5,5,5,3,3,1,1,1
17913,5,5,5,3,3,3,3,4,1,1,1
17914,1,1,5,4,4,4,5,3,1,1,1
17915,3,3,4,1,4,5,1,1,0,0,0
17916,3,3,4,3,3,3,5,5,1,1,1
17917,3,3,1,3,4,3,2,3,0,2,0
17919,3,5,3,3,3,3,3,4,1,1,0
17920,3,3,3,3,3,3,4,1,1,1,0
17921,4,3,4,3,2,3,4,4,1,1,0
17922,2,4,2,3,5,2,3,3,1,1,0
17923,3,1,3,1,4,3,3,1,0,2,0
17924,4,4,4,5,5,5,4,3,1,1,1
17925,1,3,1,1,1,5,4,1,0,2,0
17926,1,3,5,5,5,2,3,3,0,2,0
17927,3,2,2,3,3,3,2,1,1,1,0
17928,3,3,5,5,5,5,5,5,1,1,1
17929,5,5,5,5,3,2,1,5,1,0,1
17930,4,5,3,4,4,4,1,4,1,1,0
17931,3,2,4,5,5,3,4,4,0,2,0
17932,2,2,2,2,2,3,2,2,1,1,0
17933,4,2,4,4,2,2,4,4,1,1,0
17934,5,4,5,4,5,4,5,4,1,1,1
17935,1,3,4,4,4,1,3,1,0,2,0
17936,2,5,1,2,2,2,3,2,1,2,1
17937,1,1,1,1,5,4,4,1,1,1,0
17938,2,2,4,3,3,4,4,3,1,1,1
17939,1,5,3,3,4,4,3,3,0,0,0
17940,4,4,3,5,5,3,3,3,1,1,1
17941,3,3,5,5,5,4,3,4,1,1,1
17942,1,4,2,4,4,4,3,4,0,2,0
17943,5,1,5,4,4,3,4,4,1,2,1
17944,1,3,3,3,3,1,1,4,0,2,0
17945,4,4,4,4,5,5,3,4,1,1,1
17946,1,1,4,4,1,5,4,4,1,1,1
17947,3,1,3,2,4,2,4,2,0,0,0
17948,3,1,5,2,2,4,4,4,0,2,0
17949,2,1,2,4,4,2,3,4,1,1,0
17950,4,4,4,5,5,5,4,5,0,2,0
17951,4,4,3,4,4,4,1,1,1,1,1
17952,2,1,2,5,4,4,3,5,1,1,0
17953,2,2,5,5,5,2,5,3,0,2,0
17954,3,1,3,2,4,2,5,2,0,2,0
17955,2,4,2,1,2,2,4,1,0,2,0
17956,1,3,1,1,4,5,3,1,0,0,0
17957,2,2,2,1,1,2,4,1,0,2,0
17958,3,5,3,3,3,3,3,3,1,2,0
17959,4,2,4,5,5,4,4,5,0,2,1
17960,2,4,2,2,3,4,3,2,0,2,0
17961,4,2,4,4,5,2,2,4,1,2,0
17962,2,2,5,2,2,2,5,4,1,1,1
17963,1,3,1,4,2,5,2,4,1,2,0
17964,1,1,1,1,1,1,4,1,1,1,0
17965,4,5,3,4,4,4,1,4,1,2,0
17966,2,3,2,2,5,4,2,2,0,2,0
17967,4,4,4,4,4,4,3,4,1,1,1
17968,5,5,5,5,1,5,1,5,1,1,1
17969,2,4,2,3,2,2,2,3,1,2,0
17970,2,3,1,5,4,2,3,5,1,2,0
17971,3,4,3,5,5,3,2,5,0,0,0
17972,5,4,5,2,3,1,3,2,1,2,1
17973,3,2,3,4,5,4,5,4,1,1,0
17974,3,3,4,4,4,5,5,5,1,1,1
17975,2,1,2,2,5,3,3,2,0,2,0
17976,5,5,5,5,5,5,3,5,1,1,1
17977,5,1,5,5,2,3,4,5,1,2,1
17978,3,3,3,3,2,2,3,3,1,2,0
17979,3,5,3,3,4,5,4,3,0,2,0
17980,2,1,2,5,5,4,3,5,0,2,0
17981,3,2,3,1,5,2,4,1,1,1,0
17982,4,3,4,4,5,4,4,4,1,2,1
17983,3,3,4,3,3,3,3,5,1,1,1
17984,4,3,3,4,4,4,5,5,0,2,1
17985,3,3,4,4,4,4,5,4,1,1,1
17986,2,1,4,2,2,2,4,1,1,1,0
17987,4,4,4,4,2,1,2,4,1,2,1
17988,3,3,3,3,3,5,4,3,1,2,0
17989,1,3,1,1,2,1,1,1,1,1,0
17990,3,3,4,5,4,5,4,4,1,1,1
17991,4,2,4,2,2,3,3,2,0,2,0
17992,3,2,5,4,4,3,4,4,0,2,0
17993,1,5,2,5,2,1,3,5,1,0,0
17994,1,1,5,5,5,4,5,3,1,1,1
17995,3,2,3,3,4,1,4,3,1,1,0
17996,3,4,4,3,3,3,3,4,1,1,0
17997,4,4,4,4,4,5,2,4,0,2,0
17999,5,5,4,4,4,4,3,5,1,1,1
18000,3,1,1,1,1,3,1,1,0,2,0
18001,5,5,4,3,3,3,3,4,1,1,1
18002,3,1,2,5,5,4,2,2,1,1,0
18003,3,3,4,5,5,5,5,3,1,1,1
18004,3,5,3,2,1,1,3,2,1,2,0
18005,3,2,3,1,3,1,1,1,0,0,0
18006,1,2,1,3,2,2,5,3,0,2,0
18007,5,5,4,4,4,4,4,5,1,1,1
18008,4,4,4,3,3,3,5,4,1,1,1
18009,2,2,4,4,4,4,5,4,1,1,1
18010,4,4,4,4,4,4,4,4,1,1,1
18011,2,5,1,5,5,2,4,3,0,2,0
18013,4,5,4,4,4,4,3,1,1,1,0
18014,5,5,4,4,4,4,3,4,1,1,1
18015,3,1,3,3,2,4,3,3,1,0,0
18016,3,3,5,4,4,4,5,4,1,1,1
18017,3,3,3,1,1,5,2,1,1,2,0
18018,1,4,4,3,3,1,5,4,0,2,0
18019,2,5,2,3,5,3,5,3,1,1,0
18021,2,3,2,3,2,4,2,3,0,2,0
18022,1,1,4,4,4,4,4,4,1,1,1
18023,3,2,3,1,5,2,4,1,1,1,0
18024,3,5,2,3,3,3,4,3,0,2,0
18025,4,4,4,5,5,5,3,4,1,1,1
18026,3,5,3,4,3,3,5,4,0,2,0
18027,3,3,3,5,2,5,3,5,1,0,0
18028,1,4,5,1,1,5,4,4,0,1,0
18029,3,3,5,5,5,5,4,5,1,1,1
18030,2,5,2,3,3,4,2,3,0,2,0
18031,5,3,5,4,4,2,3,4,0,2,1
18032,2,2,4,5,5,5,5,3,1,1,1
18033,3,3,3,3,2,5,4,3,1,1,0
18034,2,2,2,1,2,4,2,1,1,2,0
18035,3,4,3,5,2,5,2,5,0,2,0
18037,5,5,5,5,1,3,2,5,1,2,1
18038,4,4,5,5,5,5,3,3,1,1,1
18039,1,2,5,5,5,5,3,5,0,2,0
18040,4,2,4,4,2,1,5,4,1,2,1
18041,3,3,4,4,4,3,2,2,0,1,0
18042,3,3,4,5,5,5,4,3,1,1,1
18043,3,5,3,4,4,3,5,4,1,2,0
18044,4,4,5,5,5,5,3,4,1,1,1
18045,3,2,3,1,1,3,4,4,0,0,0
18046,1,1,3,5,5,5,4,3,1,1,1
18047,1,3,1,5,3,3,3,5,0,2,0
18048,4,1,4,3,5,5,4,4,1,2,1
18049,5,1,5,1,5,4,3,1,1,1,1
18050,3,2,4,2,2,3,4,3,0,0,0
18051,2,4,4,3,3,2,3,4,1,2,0
18052,3,1,3,4,4,4,4,2,0,2,0
18053,3,3,5,5,5,5,5,4,1,1,1
18054,2,4,2,2,4,4,4,2,1,2,0
18055,2,3,5,2,2,2,5,3,0,2,0
18056,1,1,1,4,4,2,3,4,1,1,0
18057,5,5,5,5,3,4,3,3,1,1,1
18058,4,4,4,3,3,2,5,3,0,2,1
18059,4,3,4,3,3,3,3,3,1,2,1
18060,2,3,2,2,2,3,1,2,1,1,0
18061,4,5,4,3,3,2,2,3,0,0,0
18062,3,3,4,5,5,4,3,5,1,1,1
18064,3,2,2,3,2,5,3,3,1,0,0
18065,5,5,1,5,5,5,3,3,1,1,1
18066,2,3,1,2,1,3,1,1,1,2,0
18067,1,3,3,2,2,1,4,3,0,0,0
18068,2,4,2,2,4,3,3,2,1,0,0
18069,2,2,5,4,4,5,3,3,1,1,1
18071,1,5,2,5,5,5,2,2,1,1,0
18072,3,3,4,4,4,3,3,3,0,2,0
18073,5,5,4,4,4,4,3,5,1,1,1
18074,3,1,4,3,3,3,2,3,1,2,0
18075,2,3,2,2,4,4,4,2,0,0,0
18077,3,3,3,3,4,2,1,3,0,2,0
18078,3,1,3,4,4,3,5,4,1,1,1
18080,1,4,1,1,1,2,1,1,1,2,0
18081,1,3,1,2,3,3,4,2,1,2,0
18082,5,1,5,2,5,1,1,2,1,0,1
18083,3,2,3,3,5,3,3,3,1,0,0
18084,4,4,3,3,5,3,5,3,1,1,1
18085,3,2,3,3,3,3,3,4,1,1,0
18086,1,1,5,5,5,5,3,5,1,1,1
18088,2,4,2,1,5,3,4,1,0,2,0
18090,4,3,4,4,3,5,1,4,1,1,0
18091,4,3,4,3,4,4,3,3,1,1,1
18092,4,2,4,3,3,3,3,3,1,1,0
18093,1,5,1,4,4,2,5,4,0,2,0
18094,2,4,2,3,4,3,3,3,1,1,0
18095,3,4,3,3,2,1,4,3,1,2,0
18096,2,3,4,3,3,3,1,4,1,1,0
18097,3,4,3,3,1,5,2,3,1,0,0
18098,3,3,1,4,4,4,3,4,1,1,1
18099,2,2,4,5,5,5,4,5,1,1,1
18100,3,5,4,3,3,3,4,4,1,1,0
18101,1,3,5,1,1,1,4,4,0,2,0
18102,4,2,4,5,3,2,3,5,0,2,0
18103,1,1,1,2,5,2,4,2,0,1,0
18104,2,2,3,3,3,2,5,4,0,2,0
18105,2,3,2,4,4,4,1,4,1,2,0
18106,5,3,4,3,3,4,4,3,1,1,1
18107,4,2,4,3,3,5,3,3,0,0,0
18108,3,4,3,3,1,3,4,3,1,2,0
18109,1,3,1,2,3,1,1,2,0,2,0
18110,3,4,3,3,3,2,3,3,0,2,0
18111,3,3,4,5,5,5,3,4,1,1,1
18112,2,2,4,4,4,4,3,3,1,1,1
18113,1,1,1,4,4,4,4,4,1,0,0
18114,3,3,3,4,3,5,4,4,0,2,0
18115,1,4,4,1,1,1,2,4,1,1,0
18116,2,5,2,2,3,1,1,2,1,1,0
18117,1,3,3,3,3,4,2,1,1,1,0
18118,3,3,4,5,5,5,3,3,1,1,1
18119,5,5,4,4,4,4,4,3,1,1,1
18120,2,4,1,2,4,1,2,2,1,2,0
18121,3,3,3,2,4,4,3,2,0,0,0
18122,4,4,4,4,4,4,4,5,1,1,1
18124,1,1,3,1,1,1,4,1,1,1,0
18125,1,2,1,1,4,2,4,1,1,2,0
18126,5,1,5,5,5,3,2,5,1,2,1
18127,2,4,2,1,2,1,1,1,0,2,0
18128,1,4,1,5,3,4,5,5,1,1,0
18129,5,5,2,2,4,4,4,2,1,1,1
18130,1,1,2,5,5,5,5,5,1,1,1
18131,4,3,4,3,3,4,3,2,0,2,1
18132,2,2,5,2,2,2,5,4,1,1,1
18133,2,3,2,1,1,2,2,4,0,1,0
18134,3,3,3,3,2,3,1,3,1,2,0
18135,2,3,2,1,1,1,2,1,0,2,0
18136,1,1,4,4,4,4,4,5,1,1,1
18137,4,1,3,5,3,1,2,5,1,2,1
18139,3,4,3,2,2,4,2,2,1,2,0
18140,1,3,1,2,5,4,1,1,1,0,0
18141,3,5,3,3,3,3,1,2,1,1,0
18142,4,4,4,4,4,4,1,2,1,0,0
18143,5,3,5,5,1,3,5,5,0,2,1
18144,4,4,4,4,4,2,4,4,1,1,1
18145,2,4,2,1,5,2,3,1,0,2,0
18146,2,2,2,1,3,4,3,1,1,2,0
18147,4,3,4,1,4,5,5,1,0,2,1
18148,3,3,4,5,5,5,5,3,1,1,1
18149,3,3,5,5,5,5,4,5,1,1,1
18150,4,2,4,3,3,1,5,3,0,2,0
18151,3,3,4,4,4,4,3,4,1,1,1
18152,5,1,4,5,5,5,1,3,1,2,1
18153,2,2,4,2,2,2,3,1,1,1,0
18154,2,3,4,2,2,2,2,1,1,1,0
18155,2,2,3,5,5,5,2,1,1,1,1
18156,4,1,3,5,4,1,3,3,0,2,0
18157,4,1,3,4,4,4,4,4,1,1,0
18158,5,2,5,3,3,2,3,3,1,1,1
18159,5,5,3,3,5,4,4,3,1,1,1
18160,4,2,4,4,3,5,3,4,1,1,1
18161,5,5,4,2,2,2,4,3,1,1,1
18162,1,5,1,2,5,3,1,1,1,2,0
18163,3,3,3,3,1,2,3,3,1,2,1
18164,4,2,4,4,4,4,3,3,1,2,1
18165,2,3,2,2,4,1,3,2,0,0,0
18166,1,1,5,3,3,4,5,4,1,1,1
18167,4,2,3,4,4,4,3,2,1,1,0
18168,4,4,5,1,1,2,5,4,1,1,1
18169,2,1,2,3,5,4,1,3,1,2,0
18171,3,1,3,3,2,5,1,3,1,2,1
18172,3,2,3,3,4,5,3,3,1,2,0
18173,1,1,5,5,5,5,3,4,1,1,1
18174,2,3,2,4,5,2,1,4,0,1,0
18175,1,3,1,1,3,4,1,1,1,1,0
18176,5,5,5,5,1,4,5,5,1,1,1
18177,4,4,5,4,4,4,4,3,1,1,1
18178,1,3,1,4,1,5,3,4,0,2,0
18179,1,1,4,4,4,4,3,4,1,1,1
18180,5,5,5,5,5,5,5,4,1,1,1
18181,3,3,5,4,4,4,5,3,1,1,1
18182,4,4,4,4,4,4,4,3,1,1,1
18183,3,2,3,1,3,3,5,1,1,2,0
18184,5,2,3,5,5,5,5,4,1,2,1
18185,1,1,4,4,2,5,4,4,1,1,1
18186,3,3,4,4,4,4,4,3,1,1,1
18187,4,2,4,4,4,5,2,4,1,2,0
18188,1,2,5,4,4,2,4,5,0,1,0
18189,3,3,3,4,5,4,4,4,0,2,0
18190,4,2,4,4,5,5,1,4,1,2,1
18191,1,5,4,1,1,1,2,2,1,1,0
18192,4,2,2,4,4,3,1,4,1,1,0
18194,4,4,4,1,3,3,3,1,1,1,1
18195,2,2,5,4,4,4,3,5,1,1,1
18197,3,2,3,3,5,3,4,3,0,2,0
18198,5,5,5,4,4,4,5,5,1,1,1
18199,3,2,3,4,5,2,4,4,1,2,0
18200,4,2,4,4,2,1,1,4,1,2,1
18201,2,3,2,1,4,2,1,1,1,2,0
18202,1,5,2,1,1,1,1,2,1,1,0
18203,2,5,2,2,1,2,2,2,1,1,0
18204,2,4,2,3,4,1,1,3,1,2,0
18205,1,4,5,3,3,1,4,4,0,2,0
18206,3,3,3,2,1,1,3,2,1,0,0
18207,5,1,5,2,3,3,3,2,0,2,1
18208,5,5,4,2,2,2,3,5,1,1,1
18209,2,2,2,2,4,4,1,2,1,2,0
18210,2,4,2,1,3,2,3,1,1,2,0
18211,4,3,4,5,3,1,3,5,1,1,0
18212,2,3,3,2,2,2,3,2,1,1,0
18213,2,1,2,4,3,3,3,4,0,2,0
18214,4,4,1,2,2,2,2,4,1,1,1
18215,2,5,2,2,3,3,3,2,1,1,0
18216,4,4,4,2,2,4,2,2,1,2,0
18217,4,1,4,4,4,5,5,4,1,2,1
18218,3,3,4,4,4,4,3,5,1,1,1
18219,3,4,4,3,4,4,5,3,0,0,0
18220,2,2,5,5,5,5,4,5,1,1,1
18221,5,5,5,2,2,2,3,4,1,1,1
18222,4,4,5,3,3,3,3,4,1,1,1
18223,2,5,2,2,2,2,3,4,1,1,0
18224,4,4,4,4,4,4,3,5,1,1,1
18226,3,3,3,3,2,1,2,3,1,1,1
18227,3,5,3,2,3,3,4,2,0,0,0
18228,1,3,1,1,4,5,1,1,0,2,0
18229,4,4,2,3,3,3,2,2,1,1,1
18230,5,5,4,5,5,5,4,5,1,1,1
18232,2,4,2,3,4,4,4,3,0,2,0
18233,3,3,2,3,3,3,4,1,1,1,0
18234,2,3,2,2,3,1,3,2,1,0,0
18235,2,2,4,3,4,4,4,3,1,1,1
18236,4,4,1,3,3,3,2,3,1,1,1
18237,3,4,3,5,4,5,3,5,1,1,0
18238,2,2,5,1,1,2,4,5,1,1,1
18239,3,4,3,3,2,4,4,3,0,2,0
18240,2,4,2,3,1,3,2,2,1,2,0
18241,3,1,3,3,3,3,2,3,1,2,0
18242,5,1,5,5,5,1,2,5,1,0,1
18243,2,2,4,5,5,5,5,3,1,1,1
18244,2,3,2,4,4,2,1,1,0,2,0
18245,2,2,5,4,4,5,4,5,1,1,1
18246,5,5,4,4,4,1,2,4,1,1,1
18247,1,2,1,1,3,3,1,1,1,2,0
18248,5,1,5,5,3,1,1,5,1,2,1
18249,1,1,1,5,2,5,1,5,1,2,0
18251,3,4,3,4,2,5,2,4,1,2,0
18252,4,4,5,2,2,3,3,5,0,2,0
18253,3,1,4,3,3,3,3,4,1,1,0
18254,2,3,2,4,1,2,4,4,0,2,0
18255,5,4,5,5,5,5,1,1,1,2,1
18257,1,3,1,3,1,2,1,3,0,2,0
18258,4,4,4,1,5,5,5,1,0,2,1
18259,3,3,5,5,5,3,5,5,1,1,1
18260,1,2,1,3,2,5,3,3,1,2,0
18261,3,4,3,2,3,1,3,2,0,2,0
18262,2,3,2,2,1,2,4,2,0,2,0
18263,4,4,4,5,5,5,4,5,1,1,1
18264,1,3,5,3,3,1,4,3,0,2,0
18265,1,3,1,3,4,3,1,3,1,2,0
18268,5,5,5,5,5,5,3,5,1,1,1
18269,2,4,2,3,3,2,4,3,1,1,0
18270,5,5,4,4,4,4,5,5,1,1,1
18271,4,1,4,4,4,3,5,4,1,2,1
18272,3,1,3,5,5,2,3,5,1,1,0
18273,4,2,5,4,1,5,3,4,1,1,1
18274,1,1,4,5,5,5,3,4,1,1,1
18275,5,5,5,5,5,5,4,5,1,1,1
18276,4,4,4,2,2,3,2,3,1,1,1
18277,3,3,3,1,1,3,1,1,0,2,0
18278,3,3,5,3,3,4,4,3,1,1,1
18279,1,1,4,3,3,4,4,4,1,1,1
18280,3,3,4,5,5,5,4,4,1,1,1
18281,1,1,4,4,4,5,3,4,1,1,1
18282,2,4,2,2,3,1,1,2,1,2,0
18283,3,2,3,2,5,5,4,2,0,0,0
18284,4,2,4,4,1,5,4,4,0,2,0
18285,5,5,5,5,5,5,4,5,1,1,1
18286,3,2,3,3,4,2,4,3,1,2,0
18287,3,1,3,1,3,4,4,1,0,2,0
18288,5,5,1,4,4,4,4,2,1,1,1
18289,4,2,4,5,3,2,1,5,1,2,1
18290,4,4,3,3,3,4,1,4,1,1,1
18291,2,1,2,2,2,2,1,2,1,1,0
18292,5,1,1,4,4,5,1,2,1,2,1
18293,2,3,3,5,3,1,3,5,1,2,0
18294,1,1,5,4,4,4,4,3,1,1,1
18295,2,3,4,1,1,2,3,3,0,2,0
18296,2,5,4,2,2,2,3,1,1,1,0
18297,1,1,5,4,4,4,5,5,1,1,1
18298,2,1,4,2,2,2,4,3,1,1,0
18299,2,4,3,5,2,5,3,5,1,1,0
18300,5,5,5,5,5,5,3,4,1,1,1
18301,1,1,5,5,5,5,3,4,1,1,1
18302,3,4,4,3,3,3,2,1,1,1,0
18303,2,3,2,1,4,1,2,1,1,2,0
18304,2,2,4,5,5,5,3,3,1,1,1
18305,3,1,4,4,4,3,3,1,1,2,1
18306,1,3,1,1,2,1,3,1,1,1,0
18307,2,2,4,4,4,4,3,5,1,1,1
18308,2,1,2,2,4,3,3,2,1,2,0
18309,4,4,4,4,4,4,3,4,1,1,1
18310,2,1,2,1,4,4,4,1,0,2,0
18311,4,2,2,4,4,4,3,3,1,1,0
18312,2,4,2,1,4,1,2,1,0,2,0
18313,2,5,4,2,2,2,1,4,1,1,0
18314,2,5,4,2,2,2,4,3,1,1,0
18315,4,4,4,4,3,5,4,4,1,1,1
18316,5,5,5,5,3,4,4,5,1,1,1
18317,4,4,5,5,3,2,4,5,1,1,1
18318,3,3,5,4,4,4,4,5,1,1,1
18319,3,2,3,3,3,2,1,4,1,1,0
18320,3,4,3,1,4,5,1,1,0,2,0
18322,4,4,5,5,5,5,4,3,1,1,1
18323,2,2,5,3,3,4,5,4,1,1,1
18325,2,5,4,1,1,1,1,2,1,1,0
18326,3,5,2,3,1,1,3,3,1,1,0
18327,5,2,3,5,2,5,3,3,1,2,1
18328,3,2,5,3,3,3,4,5,0,2,0
18329,5,5,3,4,4,5,2,2,1,1,1
18330,3,4,2,3,1,1,2,3,0,2,0
18331,3,3,3,3,3,4,3,3,1,2,0
18332,4,4,4,4,4,4,3,5,1,1,1
18333,1,2,1,3,3,2,1,3,1,2,0
18335,3,4,2,2,3,5,2,2,1,1,0
18336,4,3,5,2,2,4,5,4,0,1,0
18337,4,1,4,4,4,2,3,4,1,2,0
18338,3,3,3,3,3,2,3,3,1,2,0
18339,3,3,5,4,4,4,5,4,1,1,1
18340,3,3,5,5,5,5,3,5,1,1,1
18342,5,5,4,5,5,5,4,5,1,1,1
18343,1,1,5,2,2,1,2,2,0,2,0
18344,2,5,4,2,2,2,1,3,1,1,0
18345,4,4,4,5,5,5,4,3,1,1,1
18346,4,4,5,4,4,4,5,3,1,1,1
18347,2,2,3,5,5,5,5,4,1,1,1
18348,4,3,4,4,3,3,4,4,1,2,0
18349,2,4,2,2,3,4,3,2,1,2,0
18350,2,4,4,2,2,2,1,3,1,2,0
18351,2,5,3,3,3,4,5,3,1,1,0
18352,4,4,5,4,4,4,5,5,1,1,1
18353,1,1,4,4,5,2,4,4,1,1,1
18354,1,3,4,3,3,1,3,4,0,1,0
18355,4,1,4,5,4,5,3,5,0,2,0
18356,3,3,3,3,1,4,2,3,1,1,0
18357,2,2,4,4,4,4,4,5,1,1,1
18358,4,4,4,5,5,5,3,4,1,1,1
18359,2,5,2,2,5,2,5,2,0,2,0
18360,2,2,4,5,5,5,4,5,1,1,1
18361,1,5,4,1,1,2,1,1,1,1,0
18362,4,4,4,5,5,5,3,5,1,1,1
18363,2,3,3,1,1,2,3,5,0,2,0
18364,5,5,4,4,4,4,4,2,1,1,1
18365,1,3,1,2,3,5,5,2,0,2,0
18366,1,1,1,3,5,2,2,3,0,2,0
18367,1,1,5,4,4,4,3,4,1,1,1
18368,4,3,5,4,4,4,4,3,0,2,1
18370,1,3,1,4,4,3,4,4,0,2,0
18371,1,5,1,5,2,5,5,5,1,2,0
18373,5,4,5,1,1,3,2,1,0,0,1
18374,4,4,4,2,4,3,5,2,1,2,1
18375,2,2,5,4,4,4,5,4,1,1,1
18377,4,3,4,1,1,5,2,1,1,0,0
18378,3,2,3,3,2,2,4,3,1,1,0
18380,1,1,5,4,4,4,4,5,1,1,1
18381,3,4,3,3,5,1,3,3,1,1,0
18382,1,1,1,1,1,3,1,1,1,2,0
18383,2,2,4,4,2,3,4,4,1,1,1
18384,1,1,5,5,3,4,5,5,1,1,1
18385,4,3,4,1,1,2,4,1,0,2,0
18386,3,4,3,2,4,4,4,2,0,2,0
18388,1,1,4,4,4,4,4,3,1,1,1
18389,1,3,1,4,3,5,3,4,0,2,0
18390,1,1,4,4,4,4,3,3,1,1,1
18391,2,3,2,2,5,5,3,2,0,2,0
18392,2,3,3,5,1,2,4,5,0,2,0
18393,2,2,5,5,3,3,5,5,1,1,1
18394,2,2,2,2,2,2,1,2,1,1,0
18395,4,2,4,4,4,3,3,4,1,1,0
18396,1,5,4,1,1,1,3,2,1,2,0
18397,1,5,3,4,2,2,5,5,0,2,0
18398,3,2,4,3,3,3,4,4,0,2,0
18399,3,3,4,4,4,4,3,5,1,1,1
18400,2,2,2,1,2,1,5,1,0,2,0
18401,1,1,5,5,5,5,4,5,1,1,1
18403,2,2,2,2,4,3,2,2,1,2,0
18404,3,3,4,4,4,4,3,5,1,1,1
18405,2,4,2,5,4,3,1,5,0,2,0
18406,5,3,5,5,2,4,1,5,1,0,1
18407,1,1,5,4,4,4,4,5,1,1,1
18408,1,1,1,2,2,3,3,2,0,2,0
18409,1,1,5,5,5,5,4,4,1,1,1
18410,4,4,4,4,4,4,4,4,1,1,1
18411,2,3,2,5,1,2,2,5,0,2,0
18412,3,3,3,5,5,5,3,5,0,2,0
18413,2,4,2,1,1,5,3,1,1,2,0
18414,2,3,3,2,2,2,4,4,1,2,0
18415,4,2,5,5,4,4,2,5,1,2,0
18416,5,5,5,5,5,5,3,5,1,1,1
18417,2,2,4,5,5,5,5,3,1,1,1
18418,2,5,2,2,4,1,2,2,1,2,0
18419,1,1,3,5,5,5,3,5,1,1,1
18420,4,4,4,4,4,2,5,4,1,1,1
18422,1,3,1,5,3,3,3,5,0,2,0
18423,1,4,1,1,2,4,4,1,1,0,0
18425,2,2,5,5,5,5,3,3,1,1,1
18426,2,1,2,2,3,5,4,2,1,2,0
18427,4,3,5,4,2,4,5,5,0,2,0
18428,2,5,3,3,3,5,3,3,0,2,0
18429,2,2,2,3,4,2,3,3,0,2,0
18430,3,3,3,3,3,4,4,3,0,2,0
18433,5,5,5,2,5,2,4,2,1,1,1
18434,2,2,4,4,4,4,3,4,1,1,1
18435,4,3,4,4,1,2,5,4,1,2,1
18436,1,1,4,2,2,2,4,5,1,1,1
18437,3,1,4,1,1,3,5,4,0,2,0
18438,1,3,4,2,2,1,4,1,0,2,0
18439,2,3,2,1,4,2,2,1,1,2,0
18440,4,4,4,3,3,3,5,4,1,1,1
18441,3,1,3,5,4,2,3,5,0,2,0
18442,2,3,5,3,3,2,3,3,0,2,0
18444,5,5,1,4,4,4,2,1,1,1,1
18445,1,1,4,4,4,5,3,4,1,1,1
18446,1,1,4,3,5,3,5,3,1,1,1
18447,2,2,5,4,4,4,4,4,1,1,1
18448,2,3,2,1,5,2,5,1,0,2,0
18449,2,3,2,4,4,5,4,4,1,1,0
18450,2,4,2,4,4,3,1,4,1,2,0
18451,4,4,4,4,4,3,3,4,0,1,0
18452,4,3,4,2,4,5,1,2,0,2,0
18453,2,3,2,2,3,5,1,2,1,1,0
18454,1,2,1,3,4,2,1,3,1,2,0
18455,5,5,4,4,4,3,5,4,1,1,1
18456,4,2,3,4,4,4,2,1,1,2,1
18457,3,3,4,5,5,5,5,5,1,1,1
18458,4,4,4,4,5,3,3,4,1,2,1
18459,3,4,3,2,4,3,4,2,1,2,0
18460,1,1,4,2,2,2,5,4,1,1,1
18462,2,5,2,5,5,2,3,5,0,2,0
18463,2,1,2,1,3,2,4,1,1,1,0
